city,timestamp,aqi,co,no2,o3,so2,pm2_5,pm10,temperature,humidity,collection_status
Bengaluru,2025-02-16 18:18:12,3,534.06,16.11,94.41,10.37,41.07,49.57,21.54,61,success
Ahmedabad,2025-02-16 18:18:15,2,347.14,8.31,57.22,1.82,20.88,48.59,26.04,44,success
Lucknow,2025-02-16 18:18:17,5,807.76,15.77,44.7,8.82,140.38,166.18,19.01,68,success
Hyderabad,2025-02-16 18:18:20,5,1682.28,56.89,43.63,38.15,105.3,129.58,22.68,37,success
Jaipur,2025-02-16 18:18:23,5,1201.63,37.36,39.7,11.8,144.01,183.52,21.6,43,success
Patna,2025-02-16 18:18:25,5,1321.79,27.42,51.5,16.69,226.36,275.88,18.97,72,success
Delhi,2025-02-16 19:12:00,5,1495.36,45.93,7.24,17.88,204.26,277.11,17.06,72,success
Mumbai,2025-02-16 19:12:02,4,620.84,15.42,100.14,18.84,63.7,102.92,26.03,50,success
Chennai,2025-02-16 19:12:04,3,614.17,21.76,50.78,10.01,45.2,58.23,26.57,80,success
Kolkata,2025-02-16 19:12:07,5,974.66,23.31,76.53,15.97,121.39,156.15,21.96,94,success
Bengaluru,2025-02-16 19:12:09,3,487.33,12.68,94.41,8.58,40.2,48.41,21.15,65,success
Ahmedabad,2025-02-16 19:12:12,2,330.45,5.91,65.09,1.42,21.31,48.51,25.04,47,success
Lucknow,2025-02-16 19:12:14,5,767.71,14.4,40.77,6.26,131.44,155.32,19.01,63,success
Hyderabad,2025-02-16 19:12:16,5,1495.36,52.78,42.56,32.42,96.43,119.19,22.68,37,success
Jaipur,2025-02-16 19:12:19,5,867.84,25.02,49.35,7.21,133.86,162.39,21.6,46,success
Patna,2025-02-16 19:12:21,5,1321.79,24.68,50.07,15.02,238.72,283.76,17.97,77,success
Delhi,2025-02-16 20:14:47,5,1575.47,48.67,3.76,28.13,213.62,286.56,16.06,77,success
Mumbai,2025-02-16 20:14:49,4,687.6,17.99,91.55,21.94,71,108.6,25.03,53,success
Chennai,2025-02-16 20:14:51,3,654.22,25.02,47.92,11.09,47.65,60,25.99,82,success
Kolkata,2025-02-16 20:14:53,5,1174.93,29.82,57.94,17.88,134.03,174.54,22.96,88,success
Bengaluru,2025-02-16 20:14:56,3,487.33,12.17,88.69,8.58,41.61,49.83,19.99,69,success
Ahmedabad,2025-02-16 20:14:58,2,320.44,4.93,62.23,1.28,22.03,48.95,24.04,53,success
Lucknow,2025-02-16 20:15:00,5,754.36,13.88,34.69,6.56,128.5,151.8,17.01,77,success
Hyderabad,2025-02-16 20:15:03,5,1428.6,48.67,38.98,32.9,95.61,118.13,21.68,49,success
Jaipur,2025-02-16 20:15:05,5,761.03,18.17,59.37,6.8,133.48,155.8,19.6,52,success
Patna,2025-02-16 20:15:07,5,1321.79,21.94,45.06,10.73,249.72,292.77,19.97,64,success
Delhi,2025-02-16 21:12:50,5,1735.69,54.15,1.45,41.01,228.79,303.71,15.06,77,success
Mumbai,2025-02-16 21:12:52,5,834.47,22.28,78.68,27.18,81.32,120.29,25.03,57,success
Chennai,2025-02-16 21:12:54,4,720.98,27.08,45.42,12.52,52.21,65.05,25.28,83,success
Kolkata,2025-02-16 21:12:57,5,1615.52,44.55,37.19,27.18,167.46,215.49,22.96,88,success
Bengaluru,2025-02-16 21:12:59,3,480.65,11.31,83.69,8.94,43.65,51.98,19.09,76,success
Ahmedabad,2025-02-16 21:13:01,2,307.08,4.24,57.22,1.21,22.53,49.38,23.04,53,success
Lucknow,2025-02-16 21:13:03,5,761.03,13.88,28.61,7.51,131.64,154.42,18.01,77,success
Hyderabad,2025-02-16 21:13:06,5,1415.25,43.53,38.62,34.81,97.65,120.18,21.68,60,success
Jaipur,2025-02-16 21:13:08,5,714.3,13.88,70.1,6.56,132.22,151.96,19.6,52,success
Patna,2025-02-16 21:13:10,5,1375.2,21.94,40.77,8.94,258.98,301.62,18.97,68,success
Delhi,2025-02-16 22:12:35,5,1895.91,59.63,0.69,53.41,244.46,323.28,15.06,82,success
Mumbai,2025-02-16 22:12:37,5,907.9,24.33,67.95,29.56,87.09,127.46,25.03,50,success
Chennai,2025-02-16 22:12:40,4,854.49,31.53,38.62,14.07,61.28,75.91,25.16,86,success
Kolkata,2025-02-16 22:12:42,5,2269.75,71.29,15.38,39.58,221.37,278.84,21.96,88,success
Bengaluru,2025-02-16 22:12:45,3,487.33,10.97,79.39,8.82,45.46,53.88,18.76,81,success
Ahmedabad,2025-02-16 22:12:47,3,297.07,3.73,54.36,1.16,23.34,51.37,22.04,60,success
Lucknow,2025-02-16 22:12:49,5,774.38,14.22,23.6,7.99,137.16,159.71,16.01,88,success
Hyderabad,2025-02-16 22:12:52,5,1441.96,41.81,36.12,36.72,102.25,125.13,21.68,60,success
Jaipur,2025-02-16 22:12:54,5,660.9,11.31,79.39,6.86,121.25,139.06,15.78,40,success
Patna,2025-02-16 22:12:56,5,1455.31,22.28,33.26,7.15,263.18,305.65,18.97,63,success
Delhi,2025-02-16 23:13:01,5,1895.91,59.63,0.7,53.88,250.46,332.22,15.06,82,success
Mumbai,2025-02-16 23:13:03,5,934.6,25.36,58.65,30.99,89.5,129.86,23.03,56,success
Chennai,2025-02-16 23:13:05,4,1054.76,39.07,27.18,15.5,74.95,91.88,24.65,87,success
Kolkata,2025-02-16 23:13:08,5,2883.91,95.96,2.37,40.05,273.44,336.23,21.96,94,success
Bengaluru,2025-02-16 23:13:10,3,507.36,12,72.96,8.7,47.45,55.94,18.51,83,success
Ahmedabad,2025-02-16 23:13:13,3,290.39,3.51,52.93,1.19,24.6,53.57,22.04,60,success
Lucknow,2025-02-16 23:13:15,5,807.76,14.91,19.85,7.51,142.02,164.91,15.01,94,success
Hyderabad,2025-02-16 23:13:17,5,1455.31,40.44,33.26,36.72,104.06,127.53,19.68,68,success
Jaipur,2025-02-16 23:13:20,5,627.52,10.63,80.11,6.91,108.38,124.72,18.6,59,success
Patna,2025-02-16 23:13:23,5,1495.36,21.42,23.6,5.13,265.43,307.61,17.97,72,success
Delhi,2025-02-17 01:10:36,5,1895.91,44.55,0.26,22.41,244.14,327.74,14.06,88,success
Mumbai,2025-02-17 01:10:38,5,1148.22,32.9,35.41,39.58,99.7,140.5,24,43,success
Chennai,2025-02-17 01:10:40,5,1455.31,54.15,2.75,16.93,103.32,119.49,24.11,90,success
Kolkata,2025-02-17 01:10:42,5,3631.59,113.79,0.02,52.45,342.16,399.53,21.96,94,success
Bengaluru,2025-02-17 01:10:45,4,640.87,22.62,57.22,9.66,52.91,62.35,16.87,87,success
Ahmedabad,2025-02-17 01:10:47,3,303.75,5.14,48.64,1.65,26.1,56.52,20.04,68,success
Lucknow,2025-02-17 01:10:49,5,907.9,16.79,13.77,6.74,151.05,177.61,14.11,43,success
Hyderabad,2025-02-17 01:10:52,5,1708.98,53.47,10.46,36.24,111.77,139.66,17.19,77,success
Jaipur,2025-02-17 01:10:54,5,607.49,11.14,80.82,7.15,86.03,104.11,17.6,63,success
Patna,2025-02-17 01:10:56,5,1588.82,23.65,13.77,6.2,275.18,322.49,16.97,82,success
Delhi,2025-02-17 02:48:57,5,2723.69,34.96,2.46,22.89,264.63,381.81,16.06,82,success
Mumbai,2025-02-17 02:48:59,5,1922.61,51.41,10.46,63.9,132.83,192.16,25.03,44,success
Chennai,2025-02-17 02:49:02,5,1949.31,49.35,7.33,27.9,125.28,154.4,25.78,87,success
Kolkata,2025-02-17 02:49:04,5,4219.06,95.96,6.44,71.53,366.44,439.3,22.96,94,success
Bengaluru,2025-02-17 02:49:07,4,1001.36,44.55,52.93,15.74,61.87,73.13,19.05,78,success
Ahmedabad,2025-02-17 02:49:09,3,397.21,12.34,35.41,2.95,27.08,58.43,19.04,77,success
Lucknow,2025-02-17 02:49:12,5,1108.17,15.59,17.17,7.87,166.99,205.07,17.01,82,success
Hyderabad,2025-02-17 02:49:15,5,3204.35,69.92,5.59,54.36,157.04,200.09,24.19,53,success
Jaipur,2025-02-17 02:49:17,5,720.98,17.82,87.26,11.21,77.95,102.21,18.6,59,success
Patna,2025-02-17 02:49:20,5,1762.39,23.31,23.96,12.64,297.64,358.24,18.97,72,success
Delhi,2025-02-17 03:20:53,5,2723.69,34.96,2.46,22.89,264.63,381.81,17.06,77,success
Mumbai,2025-02-17 03:20:55,5,1922.61,51.41,10.46,63.9,132.83,192.16,25,44,success
Chennai,2025-02-17 03:20:57,5,1949.31,49.35,7.33,27.9,125.28,154.4,27.38,80,success
Kolkata,2025-02-17 03:20:59,5,4219.06,95.96,6.44,71.53,366.44,439.3,23.96,88,success
Bengaluru,2025-02-17 03:21:02,4,1001.36,44.55,52.93,15.74,61.87,73.13,20.82,72,success
Ahmedabad,2025-02-17 03:21:04,3,397.21,12.34,35.41,2.95,27.08,58.43,21.04,68,success
Lucknow,2025-02-17 03:21:06,5,1108.17,15.59,17.17,7.87,166.99,205.07,19.01,72,success
Hyderabad,2025-02-17 03:21:08,5,3204.35,69.92,5.59,54.36,157.04,200.09,26.19,50,success
Jaipur,2025-02-17 03:21:11,5,720.98,17.82,87.26,11.21,77.95,102.21,20.6,49,success
Patna,2025-02-17 03:21:13,5,1762.39,23.31,23.96,12.64,297.64,358.24,19.97,64,success
Delhi,2025-02-17 04:17:50,5,2883.91,37.36,10.82,25.03,266.33,384.7,20.06,60,success
Mumbai,2025-02-17 04:17:52,5,2216.34,52.09,25.75,76.29,145.8,212.74,27.03,36,success
Chennai,2025-02-17 04:17:54,5,1214.98,51.41,29.68,71.53,90.22,109.22,28.8,75,success
Kolkata,2025-02-17 04:17:56,5,1976.01,78.14,35.05,100.14,192.97,232.89,25.96,78,success
Bengaluru,2025-02-17 04:17:58,4,934.6,36.33,78.68,19.07,61.63,72.18,23.91,56,success
Ahmedabad,2025-02-17 04:18:01,3,447.27,12.17,37.55,3.99,27.66,59.72,23.04,64,success
Lucknow,2025-02-17 04:18:03,5,1188.28,13.88,33.26,9.66,176.36,217.47,21.01,64,success
Hyderabad,2025-02-17 04:18:05,5,2723.69,77.46,24.32,53.41,135.27,176.11,27.19,44,success
Jaipur,2025-02-17 04:18:07,5,714.3,16.11,100.14,13.35,75.43,100.97,21.6,49,success
Patna,2025-02-17 04:18:10,5,1735.69,21.76,61.51,20.5,315.34,375.01,21.97,56,success
Delhi,2025-02-17 05:16:00,5,2830.51,49.35,33.26,28.13,267.28,384.11,21.06,52,success
Mumbai,2025-02-17 05:16:02,5,2056.12,52.09,59.37,78.2,140.76,211.36,30.03,26,success
Chennai,2025-02-17 05:16:05,5,1188.28,60.32,47.21,99.18,93.68,111.85,29.66,68,success
Kolkata,2025-02-17 05:16:07,5,1628.88,69.23,57.22,104.9,162.72,199.03,26.96,74,success
Bengaluru,2025-02-17 05:16:09,4,907.9,32.9,101.57,21.7,63.21,73.85,26.92,43,success
Ahmedabad,2025-02-17 05:16:12,3,460.63,11.31,52.93,5.07,28.26,61.31,25.04,53,success
Lucknow,2025-02-17 05:16:14,5,1308.44,15.08,58.65,11.8,196.7,239.56,24.55,25,success
Hyderabad,2025-02-17 05:16:16,5,2643.59,85.68,57.94,60.08,143.5,185.62,31.68,33,success
Jaipur,2025-02-17 05:16:19,5,694.28,14.05,114.44,15.5,75.27,100.93,22.59,28,success
Patna,2025-02-17 05:16:21,5,1815.8,19.88,103,19.07,350.39,414.25,23.97,50,success
Delhi,2025-02-17 06:21:05,5,2536.77,52.78,86.55,31.47,265.42,374.39,24.06,33,success
Mumbai,2025-02-17 06:21:07,5,1495.36,39.76,114.44,72.48,117.81,179.43,32.03,25,success
Chennai,2025-02-17 06:21:10,5,1108.17,60.32,77.96,105.86,96.38,114.01,30.51,64,success
Kolkata,2025-02-17 06:21:12,5,1535.42,67.86,89.41,113.49,162.43,198.84,28.96,61,success
Bengaluru,2025-02-17 06:21:14,4,821.11,26.05,143.05,23.37,68.31,78.98,28,37,success
Ahmedabad,2025-02-17 06:21:17,3,440.6,9.08,87.26,6.02,29.03,63.89,27.04,44,success
Lucknow,2025-02-17 06:21:19,5,1415.25,14.74,108.72,13.83,234.77,278.21,25.01,50,success
Hyderabad,2025-02-17 06:21:21,5,2403.26,82.94,127.32,66.76,155.23,195.16,32.19,25,success
Jaipur,2025-02-17 06:21:24,5,654.22,11.82,135.9,17.41,78.27,103.4,24.6,38,success
Patna,2025-02-17 06:21:26,5,1895.91,14.4,163.08,19.31,400.65,466.48,24.97,50,success
Delhi,2025-02-17 07:14:30,5,1041.41,23.31,163.08,38.15,123.22,162.4,25.06,29,success
Mumbai,2025-02-17 07:14:32,5,867.84,22.96,151.63,62.94,85.66,126.58,32.03,35,success
Chennai,2025-02-17 07:14:34,5,714.3,33.93,121.59,74.39,80.88,94.31,30.56,62,success
Kolkata,2025-02-17 07:14:36,5,934.6,33.93,161.65,77.25,123.63,152.83,30.96,48,success
Bengaluru,2025-02-17 07:14:38,4,453.95,7.63,147.34,11.68,43.57,50.54,28.54,34,success
Ahmedabad,2025-02-17 07:14:40,3,327.11,3.38,110.15,5.36,21.86,53.74,29.04,37,success
Lucknow,2025-02-17 07:14:43,5,620.84,4.93,170.23,19.55,104.8,125.69,25.01,53,success
Hyderabad,2025-02-17 07:14:45,4,714.3,17.82,164.51,30.99,63.35,81,32.19,19,success
Jaipur,2025-02-17 07:14:47,4,423.91,3.77,144.48,11.68,57.75,86.17,25.6,38,success
Patna,2025-02-17 07:14:49,5,934.6,3.98,203.13,29.33,214.96,247.28,25.97,44,success
Delhi,2025-02-17 08:20:29,5,814.44,16.11,185.97,32.9,104.2,135.3,27.06,24,success
Mumbai,2025-02-17 08:20:32,4,680.92,16.11,164.51,47.21,74.05,104.74,31,37,success
Chennai,2025-02-17 08:20:34,4,540.73,18.68,150.2,50.07,73.46,85.49,31.34,63,success
Kolkata,2025-02-17 08:20:37,5,680.92,15.59,203.13,60.08,113.23,140.07,31.96,40,success
Bengaluru,2025-02-17 08:20:39,4,373.84,4.5,148.77,8.35,36.09,42.28,29.87,31,success
Ahmedabad,2025-02-17 08:20:42,3,303.75,2.42,120.16,5.19,20.33,50.38,30.04,28,success
Lucknow,2025-02-17 08:20:44,5,514.03,2.64,175.95,16.69,90.69,111.77,27.01,44,success
Hyderabad,2025-02-17 08:20:47,5,560.76,10.97,183.11,24.8,58.91,73.17,34.19,17,success
Jaipur,2025-02-17 08:20:49,3,377.18,2.79,138.76,9.66,47.53,75.9,26.6,34,success
Patna,2025-02-17 08:20:51,5,687.6,2.51,181.68,18.84,142.38,168.42,26.97,39,success
Delhi,2025-02-17 09:16:52,5,727.65,13.54,197.41,30.99,98.2,126.91,27.06,24,success
Mumbai,2025-02-17 09:16:54,5,674.25,15.77,177.38,50.07,85.05,113.04,32.03,37,success
Chennai,2025-02-17 09:16:56,4,440.6,11.48,148.77,31.95,62.79,74.44,30.6,63,success
Kolkata,2025-02-17 09:16:59,5,614.17,12,214.58,56.74,114.48,141.43,31.96,37,success
Bengaluru,2025-02-17 09:17:01,4,360.49,4.37,145.91,7.03,33.73,39.79,30.06,32,success
Ahmedabad,2025-02-17 09:17:04,3,297.07,2.31,127.32,5.19,20.27,49.21,32.04,22,success
Lucknow,2025-02-17 09:17:06,5,494,2.27,177.38,15.26,92.2,113.75,27.01,41,success
Hyderabad,2025-02-17 09:17:09,5,594.14,11.65,205.99,26.94,66.85,80.4,34.19,18,success
Jaipur,2025-02-17 09:17:11,3,373.84,2.87,137.33,9.42,46.06,73.44,27.6,32,success
Patna,2025-02-17 09:17:14,5,647.54,2.68,177.38,16.45,129.53,154.63,27.97,34,success
Delhi,2025-02-17 10:16:54,5,774.38,25.36,173.09,83.92,141.04,169.86,27.06,26,success
Mumbai,2025-02-17 10:16:56,5,607.49,12.51,185.97,30.52,80.47,111.38,32.03,35,success
Chennai,2025-02-17 10:16:58,4,453.95,13.88,130.18,30.28,62.62,74.03,30.75,65,success
Kolkata,2025-02-17 10:17:01,5,640.87,13.71,165.94,33.85,91.33,117.58,31.96,37,success
Bengaluru,2025-02-17 10:17:04,4,360.49,4.28,143.05,5.9,33.46,39.41,30.48,30,success
Ahmedabad,2025-02-17 10:17:06,3,280.38,1.93,120.16,6.2,17.95,45.08,32.04,20,success
Lucknow,2025-02-17 10:17:09,5,514.03,3.68,143.05,9.78,77.71,95.92,28.01,36,success
Hyderabad,2025-02-17 10:17:11,5,640.87,12,226.02,28.61,74.17,85.98,34.19,24,success
Jaipur,2025-02-17 10:17:14,3,387.19,3.98,135.9,10.85,47.97,75.41,27.62,21,success
Patna,2025-02-17 10:17:16,5,934.6,7.37,174.52,17.64,211.87,243.7,26.97,36,success
Delhi,2025-02-17 11:12:32,5,847.82,28.79,161.65,72.48,147.51,178.08,27.06,26,success
Mumbai,2025-02-17 11:12:34,5,627.52,15.08,197.41,36.72,94.74,126.84,32.03,31,success
Chennai,2025-02-17 11:12:36,4,507.36,20.74,105.86,36.72,65.32,78.41,29.96,68,success
Kolkata,2025-02-17 11:12:38,5,854.49,23.31,150.2,39.1,112.92,148.63,31.96,35,success
Bengaluru,2025-02-17 11:12:41,3,373.84,5.91,137.33,6.08,33.66,39.73,30.68,29,success
Ahmedabad,2025-02-17 11:12:43,3,277.04,2.1,110.15,5.07,14.41,36.55,32.04,22,success
Lucknow,2025-02-17 11:12:45,5,580.79,6.86,110.15,7.99,81.86,103.1,28.76,19,success
Hyderabad,2025-02-17 11:12:47,5,627.52,14.57,214.58,28.13,70.2,81.99,34.19,24,success
Jaipur,2025-02-17 11:12:50,3,407.22,5.74,133.04,12.52,49.4,77.1,27.6,28,success
Patna,2025-02-17 11:12:52,5,1041.41,14.91,131.61,14.42,221.36,259.13,26.97,32,success
Delhi,2025-02-17 12:29:48,5,947.95,33.93,145.91,59.61,148.22,181.29,25.06,31,success
Mumbai,2025-02-17 12:29:50,5,654.22,22.28,177.38,43.87,89.93,122.1,30.03,42,success
Chennai,2025-02-17 12:29:53,4,534.06,26.05,82.25,33.85,65.73,79.62,28.16,73,success
Kolkata,2025-02-17 12:29:55,5,974.66,28.79,124.45,38.15,114.34,156.01,29.96,39,success
Bengaluru,2025-02-17 12:29:57,3,403.88,9.43,130.18,6.91,34.74,41,28.92,33,success
Ahmedabad,2025-02-17 12:29:59,3,283.72,2.91,107.29,5.07,13.74,34.82,31.04,27,success
Lucknow,2025-02-17 12:30:02,5,720.98,15.08,70.81,6.97,86.25,113.78,22.96,28,success
Hyderabad,2025-02-17 12:30:05,4,881.2,37.7,133.04,34.81,63.1,76.7,32.19,27,success
Jaipur,2025-02-17 12:30:07,4,520.71,14.05,110.15,14.31,52.48,81.93,26.6,34,success
Patna,2025-02-17 12:30:10,5,1308.44,34.62,85.12,17.41,235.11,284.41,25.97,38,success
Delhi,2025-02-17 13:22:18,5,1295.09,48.67,98.71,45.78,160.8,211.34,23.06,38,success
Mumbai,2025-02-17 13:22:20,5,700.95,32.56,137.33,48.64,77.15,109.88,29.03,45,success
Chennai,2025-02-17 13:22:23,4,580.79,30.16,64.37,26.23,67.11,82.62,27.51,75,success
Kolkata,2025-02-17 13:22:25,5,1081.47,33.24,98.71,38.15,109.01,155.23,26.96,54,success
Bengaluru,2025-02-17 13:22:27,3,540.73,22.62,110.15,10.61,37.92,44.74,27.6,39,success
Ahmedabad,2025-02-17 13:22:29,2,363.83,12.34,84.4,5.9,15.53,37.43,30.04,30,success
Lucknow,2025-02-17 13:22:32,5,720.98,15.08,70.81,6.97,86.25,113.78,25.01,47,success
Hyderabad,2025-02-17 13:22:34,4,881.2,37.7,133.04,34.81,63.1,76.7,29.68,42,success
Jaipur,2025-02-17 13:22:36,4,520.71,14.05,110.15,14.31,52.48,81.93,25.6,36,success
Patna,2025-02-17 13:22:38,5,1308.44,34.62,85.12,17.41,235.11,284.41,22.97,53,success
Delhi,2025-02-17 14:14:29,5,1842.5,67.17,47.92,34.81,193.07,277.36,23.06,40,success
Mumbai,2025-02-17 14:14:32,4,741.01,33.59,117.3,47.68,71.51,106.76,28.03,47,success
Chennai,2025-02-17 14:14:34,4,687.6,32.56,56.51,23.37,71.91,89.87,27.27,76,success
Kolkata,2025-02-17 14:14:36,5,1134.87,33.59,77.96,36.72,105.69,154.79,26.96,54,success
Bengaluru,2025-02-17 14:14:38,3,734.33,38.39,86.55,17.17,41.91,49.56,26.37,46,success
Ahmedabad,2025-02-17 14:14:41,2,460.63,19.54,57.94,6.5,18.58,42.71,29.04,34,success
Lucknow,2025-02-17 14:14:43,5,794.41,17.82,55.08,6.8,88.11,118.89,21.01,68,success
Hyderabad,2025-02-17 14:14:45,4,1295.09,58.26,82.25,47.68,74.51,91.1,28.68,47,success
Jaipur,2025-02-17 14:14:48,4,607.49,17.99,95.84,13.71,57.05,87.07,24.6,36,success
Patna,2025-02-17 14:14:50,5,1415.25,39.07,60.08,16.69,230.78,285.55,22.97,56,success
Delhi,2025-02-17 15:15:51,5,2189.64,76.77,19.85,28.13,216.58,328.7,20.06,56,success
Mumbai,2025-02-17 15:15:53,4,741.01,28.79,115.87,42.92,66.25,103.8,28.03,51,success
Chennai,2025-02-17 15:15:56,5,781.06,34.27,53.64,24.32,78.48,98.99,27.24,77,success
Kolkata,2025-02-17 15:15:58,5,1081.47,30.16,61.51,32.42,100.76,148.56,26.96,57,success
Bengaluru,2025-02-17 15:16:01,3,747.68,37.01,78.68,18.36,41.16,49.26,24.7,54,success
Ahmedabad,2025-02-17 15:16:03,2,507.36,19.36,45.42,6.38,21.03,47.75,27.04,44,success
Lucknow,2025-02-17 15:16:06,5,854.49,19.36,42.56,6.38,90.93,124.04,19.01,77,success
Hyderabad,2025-02-17 15:16:08,5,1495.36,60.32,63.66,52.93,84.92,104.26,28.19,42,success
Jaipur,2025-02-17 15:16:10,4,627.52,16.97,92.98,11.8,61.18,90.52,22.6,43,success
Patna,2025-02-17 15:16:13,5,1495.36,40.44,38.27,14.54,221.45,278.78,20.97,68,success
Delhi,2025-02-17 16:17:54,5,2403.26,76.77,6.88,24.8,234.06,362.01,18.06,63,success
Mumbai,2025-02-17 16:17:56,4,774.38,26.39,111.58,41.49,61.84,98.86,28.03,47,success
Chennai,2025-02-17 16:17:59,5,921.25,36.67,50.78,23.37,86.75,110.72,26.67,78,success
Kolkata,2025-02-17 16:18:01,5,961.3,27.08,52.93,29.56,92.5,136.01,25.96,69,success
Bengaluru,2025-02-17 16:18:04,3,674.25,28.79,77.25,15.74,38.37,46.76,23.06,63,success
Ahmedabad,2025-02-17 16:18:06,3,540.73,19.88,36.84,6.26,23.63,52.22,26.04,44,success
Lucknow,2025-02-17 16:18:09,5,894.55,19.54,35.76,5.9,93.69,127.85,20.01,68,success
Hyderabad,2025-02-17 16:18:11,5,1588.82,54.84,59.37,48.16,92.33,114.1,26.19,50,success
Jaipur,2025-02-17 16:18:13,4,634.19,15.08,97.28,10.01,69.47,96.32,20.6,52,success
Patna,2025-02-17 16:18:16,5,1535.42,38.04,25.75,11.92,214.25,272.28,20.97,68,success
Delhi,2025-02-17 17:12:57,5,2403.26,69.92,3.17,21.46,237.11,366.92,18.06,68,success
Mumbai,2025-02-17 17:13:00,4,841.14,27.76,98.71,43.87,60.84,97.73,28.01,42,success
Chennai,2025-02-17 17:13:02,5,1174.93,43.87,42.92,22.89,100.4,129.29,26.59,79,success
Kolkata,2025-02-17 17:13:04,5,921.25,26.05,48.64,27.18,87.66,130.29,23.96,78,success
Bengaluru,2025-02-17 17:13:07,3,640.87,24.68,73.67,12.88,36.8,45.42,22.14,66,success
Ahmedabad,2025-02-17 17:13:09,3,594.14,22.28,29.33,6.08,27.36,57.28,26.04,44,success
Lucknow,2025-02-17 17:13:12,5,921.25,19.02,33.62,5.36,96.2,130.59,19.01,72,success
Hyderabad,2025-02-17 17:13:14,5,1815.8,59.63,50.07,46.25,104.44,128.89,26.19,53,success
Jaipur,2025-02-17 17:13:16,5,667.57,15.25,98.71,9.54,84.65,108.29,20.6,56,success
Patna,2025-02-17 17:13:19,5,1548.77,34.62,20.21,10.13,211.97,270.46,19.97,73,success
Delhi,2025-02-17 18:19:23,5,2109.53,60.32,3.71,15.74,220.21,333.26,18.06,68,success
Mumbai,2025-02-17 18:19:25,4,867.84,30.85,81.54,47.68,58.74,94.41,28.03,44,success
Chennai,2025-02-17 18:19:28,5,1388.55,53.47,34.69,22.41,112.18,143.25,25.98,80,success
Kolkata,2025-02-17 18:19:30,5,847.82,24.68,49.35,24.56,81.49,120.34,23.96,83,success
Bengaluru,2025-02-17 18:19:33,3,627.52,23.65,70.1,10.85,36.24,44.83,21.4,70,success
Ahmedabad,2025-02-17 18:19:35,3,634.19,25.02,24.32,5.36,31.29,61.47,25.04,47,success
Lucknow,2025-02-17 18:19:37,5,907.9,17.99,33.62,4.35,99.08,131.6,17.01,82,success
Hyderabad,2025-02-17 18:19:40,5,1869.2,63.75,42.2,44.35,107.02,131.99,22.68,78,success
Jaipur,2025-02-17 18:19:42,5,680.92,14.74,98.71,8.58,100.35,120.68,20.6,56,success
Patna,2025-02-17 18:19:45,5,1548.77,31.53,17.52,8.11,214.86,269.4,17.97,88,success
Delhi,2025-02-17 19:12:09,5,1735.69,49.35,9.66,11.09,195.34,277.66,18.06,68,success
Mumbai,2025-02-17 19:12:11,4,814.44,32.9,62.94,50.07,53.24,84.35,28.03,47,success
Chennai,2025-02-17 19:12:13,5,1548.77,65.12,26.11,21.22,121.31,151.07,25.95,82,success
Kolkata,2025-02-17 19:12:16,5,787.74,22.96,47.92,18.6,76.43,111.67,23.96,88,success
Bengaluru,2025-02-17 19:12:18,3,607.49,22.28,66.52,8.94,36.04,44.31,20.86,71,success
Ahmedabad,2025-02-17 19:12:21,3,620.84,23.99,23.6,4.29,33.36,63.11,24.04,53,success
Lucknow,2025-02-17 19:12:23,5,881.2,16.62,34.33,3.22,102.62,131.54,16.01,88,success
Hyderabad,2025-02-17 19:12:26,5,1642.23,58.95,42.2,38.15,95.68,119.08,21.68,100,success
Jaipur,2025-02-17 19:12:28,5,674.25,13.37,98.71,7.63,113.62,131.48,18.96,30,success
Patna,2025-02-17 19:12:30,5,1508.71,27.76,16.27,6.5,220.76,269.12,18.97,82,success
Delhi,2025-02-17 20:15:16,5,1455.31,37.7,22.53,10.01,180.83,239.89,19.06,63,success
Mumbai,2025-02-17 20:15:18,4,807.76,34.96,46.49,52.93,51.78,79.03,27.03,47,success
Chennai,2025-02-17 20:15:20,5,1682.28,73.34,19.31,21.22,132.1,161.02,25.2,83,success
Kolkata,2025-02-17 20:15:23,5,847.82,23.99,41.13,15.5,79.06,116.66,23.96,83,success
Bengaluru,2025-02-17 20:15:25,3,614.17,21.76,60.8,8.11,37.35,45.79,20.13,75,success
Ahmedabad,2025-02-17 20:15:27,3,594.14,20.74,24.32,3.52,34.6,64.83,22.04,60,success
Lucknow,2025-02-17 20:15:30,5,867.84,15.42,33.62,2.8,110.47,137.52,16.01,82,success
Hyderabad,2025-02-17 20:15:32,5,1308.44,44.55,50.07,31.47,82.89,105.19,20.68,100,success
Jaipur,2025-02-17 20:15:34,5,674.25,11.82,100.14,8.11,129.19,145.64,20.6,56,success
Patna,2025-02-17 20:15:37,5,1482.01,24.68,15.56,6.08,228.46,273.68,17.97,88,success
Delhi,2025-02-17 21:12:58,5,1241.68,28.45,38.62,9.89,170.67,214.01,19.06,63,success
Mumbai,2025-02-17 21:13:00,4,841.14,37.01,34.33,54.36,52.5,78.22,26.03,50,success
Chennai,2025-02-17 21:13:03,5,1842.5,78.14,13.59,22.65,147.13,176.74,24.89,85,success
Kolkata,2025-02-17 21:13:05,5,934.6,26.73,33.98,15.02,84.37,126.28,22.96,88,success
Bengaluru,2025-02-17 21:13:07,3,607.49,20.56,56.51,7.99,39.39,48.22,19.24,78,success
